c900000,s1,There are various so called 5 stars hotel in macau
c900000,s2,"Similar to Las Vegas, patrons came over to gamble"
c900000,s3,I stayed here for two nights
c900000,s4,"It’s only an average hotel, and there is nothing interesting to write home praising it"
c900000,s5,"But, the room is reasonably clean, and the services are acceptable"
c900000,s6,"Let me give you a booking tip, please do not book it through booking"
c900000,s7,"com or those devious apps, because the “extra” charges are steep while the listing price is insanely expensive"
c900000,s8,"You should book it through the local Macanese travel agent, and it will be nearly half of the price"
c900000,s9,Don’t be an idiot
c900000,s10,Be smart
c900001,s1,Macau has a huge offer of hotels
c900001,s2,"This one is new and facilities are very impressive, specially the swimmingpool and water games (which are shared with other hotels nearby), but I felt nothing special if I compare with others"
c900001,s3,"I am a memeber for Marriott Bonvoy and the staff did not make me feel like I was, no special offers for nothing and not complimentary extras"
c900001,s4,Gym is small and there also lack of quality at the sauna and steam room
c900001,s5,"Maybe it´s OK for the customers that spend 90% at the Casino, but if your are also a tourist that goes for enjoy facilities and the room, my choice will be other"
c900002,s1,This is my third consecutive year to stay here
c900002,s2,"The suite is amazing, clean, nice resort view"
c900002,s3,Thanks to Guest Services Manager Samantha and Ana
c900002,s4,Best of the best employees especially Samantha
c900002,s5,"However, it was the worst experience at The Lounge (restaurant) at the ground floor"
c900002,s6,We are sad and angry
c900002,s7,Been waiting the food for over 30mins and there are ONLY 3 TABLES only!! yet the food is cold and bad services from the foreign waitress
c900002,s8,Should go to Ritz Carlton Cafe at first
c900002,s9,"Anyway, we are huge fan of this hotel but this experience as minor as it still affect out loyalty"
c900003,s1,"Cant fault this hotel - 5 stars for room (upgraded and luxury), housekeeping and breakfast (great service from urban kitchen-very engaging staffs)"
c900003,s2,The loss of the 2 stars (unfortunately) were from reception and concierge
c900003,s3,Reception was unsure of upselling prices of breakfast - replies were “child breakfast cost 80 something”
c900003,s4,Would expect an accurate amount
c900003,s5,"On our last day, we were taking the shuttle to the ferry terminal"
c900003,s6,Was sure that it was macau taipa terminal but the concierge told us that it should be macau outer terminal since we are taking turbojet
c900003,s7,Glad we followed our own instinct
c900003,s8,else will have missed our ferry
c900004,s1,2-Days-1-Night Trip in Macau again
c900004,s2,We traveled with our 5 years old kid
c900004,s3,3 in total
c900004,s4,We have stayed in various hotels in Macau and this is the 1st time we stay in JW Marriott
c900004,s5,It is so-called 5 stars hotel and the largest JW Marriott in Asia and that's why we would like to have a try
c900004,s6,Pros: 1
c900004,s7,Fast Check-in service  2
c900004,s8,"Excellent facilities in the room, including coffee maker, switchable window, electronic curtain, good toiletries, etc"
c900004,s9,3
c900004,s10,Good swimming pools and the water park resort
c900004,s11,Cons: 1
c900004,s12,"We especially noted to the hotel that we would come with our 5 years old kid but there is NOTHING prepared for our kid, no toothbrush, no slippers, no bathrobe"
c900004,s13,"We called the Guest Service to ask for them but after 15 minutes of the call, the lady replied that the bathrobe is out of…"
c900005,s1,JW Marriot is a relatively quiet hotel located within the larger Galaxy Macao complex
c900005,s2,Decoration wise it is rather basic but service is good and most staff speaks good English unlike the majority of most other hotel staff who speaks only local Cantonese and Mandarin
c900005,s3,It is rather strange and annoying as these staff seem to have little tolerance if you speak to them in English and are generally very unfriendly and unhelpful
c900005,s4,These hotels will turn away tourists who do not speak Cantonese or Mandarin
c900005,s5,Good luck to them
c900006,s1,"Good 1) large room with comfort decoration 2) most of the staffs were helpful and friendly 3) delicious buffet breakfast 4) constant temperature swimming pool  Bad 1) bathrobe had dirt Worst 1) front desk staff - During check in, I requested front desk staff to talk with me by English or Cantonese"
c900006,s2,"Lynn was spoke with me by fluent English, no smile, gave me a black look"
c900006,s3,"What's wrong?  Although overall was good, the first image was worst"
c900006,s4,"I always like to choose Marriott, don’t know why both Marriott & Courtyard made me felt unhappy recently"
c900006,s5,"A good hotel can’t without friendly staffs, unfriendly staffs make the hotel become worst"
c900007,s1,"After all the opportunities and alllowance for this top tier luxury hotel, service standard definitely needed solid improvement to match its hardware"
c900007,s2,Slow and relatively inapt responses are recurrent for providing solution to thier error
c900007,s3,Incapable of real customer care to meet 5-star standard for my case
c900008,s1,"Tried to spend the weekend there at JW Marriott Macau, but ended up we had to check out after one night"
c900008,s2,The hotel is a big hotel with a proper lobby
c900008,s3,"It looked great but the lobby was always full of people all the time when we were there, all the seats were occupied so it was impossible for my family to take seats while I was doing the check in"
c900008,s4,"Room was big, the beds were large enough"
c900008,s5,Bathroom was nice and large too
c900008,s6,The toilet was an automatic toilet
c900008,s7,"The shower room was big but the shower door couldn't be closed properly, so the bathroom would be flooded after shower"
c900008,s8,The room had good lighting and it was good to have a coffee machine in the room
c900008,s9,"The kids club was great, with excellent staff"
c900008,s10,We could leave our kids there for hours and the staff took good care of…
c900009,s1,the hotel is fabulous but some of the problems need to be paid more attention
c900009,s2,"we arrived the hotel at 3pm last Sunday and supposed we could get our rooms on time, after 10 more mins checking, the front desk staff persuaded us to come back after swimming then he could arrange us 3 rooms to be in the same floor"
c900009,s3,"as i knew some facilities would be closed at 6:30pm, we wanted to have our rooms first and didn't mind if our rooms were on diff floors"
c900009,s4,"then he checked for few mins again, my room was still unavailable and he told me my room could be checked out lately at 1pm the next day"
c900009,s5,"he told me I could have my room card at 3/F, so i didn't need to go to the lobby after swimming at the 3/F"
c900009,s6,First I was told the delivery service wasn't available when I was in the pool entrance
c900009,s7,…
c900010,s1,We spent 3 nights at the hotel
c900010,s2,"The hotel is located in the Cotai part of Macau, which is an area rich with resorts, but less with other attractions"
c900010,s3,"it is part of a gigantic complex of hotels and a shopping mall, called Galaxy"
c900010,s4,We arrived from Hong Kong airport with a ferry to the Cotai pier and took the Galaxy shuttle bus to the hotel
c900010,s5,The shuttle takes apx
c900010,s6,"10-15 minutes to reach the hotel, after stopping at several other hotels of the huge Galaxy complex"
c900010,s7,"Upon entering the hotel, one cannot escape the beauty of the lobby, with its glitzy (yet not over-the-top) design, and just how freezing the a/c is"
c900010,s8,"However, as Marriott Gold members, we were quickly escorted to the Club lounge on the 2nd floor for a nicer, more private check-in"
c900010,s9,Check in was quick and courteous
c900010,s10,We made…
c900011,s1,"Stayed here with my family (2 boys, ages 13 and 8, plus husband) in an Executive Lounge room"
c900011,s2,"You pay much more for an Executive room, compared to the standard room rate, but the Executive room gives you complimentary access to a buffet breakfast, afternoon tea, and a buffet dinner (they don't call it dinner, but there is so much food you could easily make it dinner)"
c900011,s3,Unfortunately the room is the same as any other standard room
c900011,s4,you are paying for access to the lounge and the buffets
c900011,s5,Pros: Pool access
c900011,s6,"This is really the only ""pro"" given the high price"
c900011,s7,"The Grand Resort Deck is shared by all the hotels that surround it, but you have an amazing lazy river, 3 huge water slides, a wave pool, and the hotel pool itself"
c900011,s8,Kids love it
c900011,s9,Would be nice if there was more lounge…
c900012,s1,staff from front line works very hard to deliver their services
c900012,s2,the people working in club lounge also trying very hard to fulfill customer's need
c900012,s3,"but i find the food quality there is not attractive at all especially the food quality, the quantity for the afternoon tea"
