c9000000,s1,It’s our second time staying in this hotel
c9000000,s2,Last stay was not pleasant because the whole time there was the construction on the same floor not far from our suite and the chemical smell went to our room
c9000000,s3,"This time we wanted to go for the swimming pool so we accepted the kind gesture from hotel, being upgraded to executive floor"
c9000000,s4,But again an unpleasant experience
c9000000,s5,For the executive lounge experience: We arrived 5minutes before the breakfast would be closed
c9000000,s6,"So the staff arranged us at the outside seating not the bfst/dinning area, which we accepted and totally understood with no question"
c9000000,s7,"But after they started the breakfast clean up, so they closed the partition in between these two areas, there’s no staff AT ALL in our area that we could reach or see"
c9000000,s8,"The entire time (about one hour), only one staff showed up twice but disappeared very quickly"
c9000000,s9,"even worse, there were mosquitos in our Danish pastry, but no one was around(except two cleaning staff using vacuum cleanser to clean the carpet around us when we were eating, seriously? In JW Marriott executive lounge!!? Even this is the routine, at least a staff would show up and apologize or explain, shouldn’t it??!)"
c9000000,s10,"However, in the afternoon same situation, we Came back from outside and ordered the afternoon tea set, once it’s served, no service staff around anymore"
c9000000,s11,"a while after, mosquitos flying around again, in kid’s apple juice, on the pastries, in the dippings"
c9000000,s12,we had to return the juice to the staff to change to warm milk (luckily she showed up then
c9000000,s13,)
c9000000,s14,"By the way, the food quality is really not up to the standard of a JW Marriott hotel"
c9000000,s15,It’s so far the worse executive lounge experience ever
c9000000,s16,"The Executive floor suite: coffee capsule was used when we checked in; the second day after housekeeping cleaning, still no one found and replace"
c9000000,s17,the welcome cake was a disaster that we didn’t even touch
c9000000,s18,Don’t want to come back again
c9000000,s19,The only good experience was the particular Housekeeping staff (sorry we didn’t notice his name)
c9000000,s20,"When we just entered the suite after check-in and requested special beddings for the kid, he was very helpful and thoughtful"
c9000000,s21,He created a dream bed for our kid!…
c9000001,s1,"Staying at May, 2020 (Executive suite with resort pool view)  Staying again at the JW Marriott Macau during the city lock down period"
c9000001,s2,"When I arrived to the hotel, there have only 1 counter for operation and no single person queueing for check in and out this time, as well as evening time when my friend visit, I’m glad and hardly have this smoothness registration experience in this property"
c9000001,s3,Ms
c9000001,s4,Salvia assigned me to the executive suite which I reserved
c9000001,s5,"It was pity there have no further upgrade for the accommodation, I also tried to ask for downgrade to the Retreat studio room type that hope to enjoy jacuzzi since all the wet facilities and pools are closed, which was told all “occupied”"
