c55000000,s1,"The place is nice, but the management is dishonest"
c55000000,s2,"I used my Creditcard to pay 1000 dollars deposit a few months ago, but they did not refund me"
c55000000,s3,"May I remind you, integrity and honesty is very important"
c55000001,s1,"While staying there recently, and since our stay there, my husband and I have since been down with both lung and eye infection"
c55000001,s2,"While staying there, my husband and I experienced difficulty in breathing but were not sure what may be the cause of these issues"
c55000001,s3,We asked the hotel to investigate the air vents in our room to clean out the vents and filters
c55000001,s4,They apologized after sending their HVAC engineer to investigate and even gave us a bottle of Prosecco and other gifts to apologize
c55000001,s5,"We thought it was due to poor ventilation in our room and didn’t think too much about it, but after checking out for about a week now, we are still experiencing the same symptoms that we got while there"
c55000001,s6,To the St Regis Hotel Management / Marriott Bonvoy Management: Please kindly investigate…
c55000002,s1,I am writing this review 2:15am at St Regis Macau and hoping I can cool down and  sleep soon!    We picked this hotels because it's long term repetition and remarkable services
c55000002,s2,Not sure we got any of these in the stay
c55000002,s3,Check in : The front desk staff services was great as usual
c55000002,s4,"However, we booked 3 rooms and arrive at 1430, official check in time is 1500, we thought the rooms should be ready but they weren't"
c55000002,s5,We were told one of the room is almost ready and rest not yet
c55000002,s6,"We came back at 1530, 2 of the rooms are ready but one still not"
c55000002,s7,We checked in the other 2 rooms and try to pickup the key for the last one at 1600 and it was still not ready
c55000002,s8,My baby needed to use my aunts toilet because our rooms wasn't ready
c55000002,s9,"It was so inconvenience!  Stay : Before we sleep, we…"
c55000003,s1,Third time staying here now
c55000003,s2,Overall the hotel infrastructure is great and is unlike many of the other more tacky Macau options
c55000003,s3,"Check-in was smooth and attentive, rooms are good and comfortable"
c55000003,s4,The bar has much improved and now the bartenders know how to make regular cocktails very well and were v friendly and professional; hostesses warm and chatty
c55000003,s5,Pool area is spacious but maybe too much? Feels a bit dead and like a vast concrete area outside
c55000003,s6,"Maybe some landscaping changes (greenery, divisions, wood, music) and work on atmosphere would make it feel less brutal and more welcoming and comfortable"
c55000003,s7,"Only real, but major issue, was there were a lot of pretty rough tourists staying there, one of whom at breakfast decided I was not being swift enough for their impatience and…"
c55000004,s1,We have been travel around and always choose St
c55000004,s2,"Regis as our first choice, but after this time, we will change to other 5 stars brand hotel"
c55000004,s3,"We are celebrating our anniversary and my birthday, so about few days ago, we have already booked a room through Trip"
c55000004,s4,com and sent an email to St
c55000004,s5,"Regis to double confirm everything, cause this time of staying means a lot to me and my fiancé"
c55000004,s6,Unfortunately we didn’t have a good time of staying here
c55000004,s7,"First, we bring our own cake and asked for serve at 10pm, but we came back earlier so we called and ask for serve at 9:30"
c55000004,s8,"When the staff bring the cake to us, it’s not what we think the way to “serve”"
c55000004,s9,"He bring me the cake with whole packing, no plates, no forks, not even light up candle for us"
c55000004,s10,We have been to many other 5 stars brand…
c55000005,s1,"Been to Macau 4 times, worst hotel here so far"
c55000005,s2,"Rooms are tiny, expensive (can be near $1000 AUD per night for a standard room) and you have to wait for breakfast (now 2nd morning in a row I’ve had to wait for over 10 minutes for buffet breakfast!), cockroach in my room (not a huge deal but annoying on top of everything else)"
c55000005,s3,"The staff/people are amazing though, very friendly and they do want to help but the actual hotel/infrastructure isn’t great"
c55000005,s4,I’m in a St Regis suite
c55000005,s5,Try Sheraton (better value as only level 4 SPG compared to level 6) or Wynn or Banyan Tree (amazing!!!)  Have fun!
c55000006,s1,"WARNING: If you are ASIAN or COLORED people, you would be treated differently in this hotel"
c55000006,s2,I have never been treated this bad in a five star luxury hotel in my entire life
c55000006,s3,My white Australian friend and I (Asian) recently stayed at the St Regis Macau for one night during our trip around Macau and China
c55000006,s4,I am a SPG Gold member
c55000006,s5,"When we checked out, the front desk staff asked about our stay, I said we were happy, except we did not get upgraded to an enhanced room, which is a STANDARD benefit for Gold member"
c55000006,s6,"We booked a Cotai view room, and we did not even get the view from our bed"
c55000006,s7,"All we could see was another hotel, we had to stand by the window in order to see the Cotai view"
c55000006,s8,I believed we had been downgraded
c55000006,s9,"The staff apologized and told her Room Operations Manager,…"
