Staff is friendly and helpful. The hotel room is clean and grand. I would also like to make particular thanks to the frontline staff Jack for the excellent service; your warm welcome makes me have a pleasant stay. Thank you for your accompany us.,50
"Hotel room is very spacious and clean. More importantly, the staff are also very accommodating to family with baby and helped us to settle a few request which include loaning us swimming floats. Location wise, the Light rail transit station is just outside Hyatt and thus it is very convenient. I will highly recommend family with kids to stay! ",50
"In my third time to stay here in hotel ( Grand Hyatt) this is one of the most memorable experience all the staff are hospitable and friendly specially MS. SHARON in front office she really give us example of true hospitable staff and 5 star service even though we’re in room already, she called us and ask how’s the room and the view she really amazing. I would like to thank her for the cake and the fruits for my birthday gift that she presented to me as well as Grand hyatt staff. She also remind some of the staff to give us a bid farewell upon our check out because she’s not working today.. IT’S A REALLY BIG THANKS TO MS. SHARON. Hope to see you soon to our next staycation in GRAND HYATT.   Ps. Thanks to Jack as well for assistance during our check out.",50
"This hotel was such a pleasant surprise! The room was bigger than I expected and service was just on point. The outdoor pool is very sunny and nice (they could only add more green to the place).   We got a really good tariff because it was the Hyatt 11th anniversary and they gave us access to the “Grand Club”, which made a huge difference on the comfort of our stay. Besides the breakfast there, we were entitled to the afternoon tea and the evening cocktail, with lots of food, natural juices, cheese, beverages... and the space is just great, modern with really cool details.   I will definitely come back, this hotel has a great price-quality ratio and the staff is truly nice and competent. Also, the music selection was surprisingly good. ",50
"I had a pleasant stay with my friend. It was my first time staying in this hotel. Thank you Jack for escorting us to the room, giving us a brief introduction, and arranging a late checkout for me. I've also tried Mezza 9, superb service, one of the buffet hosts (who takes the orders) can remember my table No. when I go back to the buffet line, it was impressive!",50
"One night... just get away from the doldrums of COVID-19. Check in - excellent, speedy, efficient  Customer Service- top notch, impressive  Room - size, quality, amenities all great. Pool - those who say it’s a little ’small’  I recommend an eye test, with the exception of Galaxy Macau and Studio City, it’s probably the biggest on the strip.  Breakfast - extremely disappointed.... but let’s notch that one up to COVID-19 👎🏻👍🏻",40
"This time I booked total 4 rooms staying with another 3 families. The check in reception looks sharpe and the check in staff is very nice and helpful.  Luckily all rooms are ready at around noon time and all have been upgraded to suite rooms which we love it. However my room has a burning smell which the staff claimed it is coming from the air conditioner. The staff didn’t offer me to switch to another room, my whole family has suffered the bad smell for 3 hours until the smell gone. I suggest the hotel to offer a room move immediately.  The pool is okay, a little smaller than I expected. I love the sunshine. We ordered some food and drink from the poolside bar yet the food took some time to prepare. I suggest to put more chairs and cabanas at the pool as we have to wait for…",20
"Customer service is one of the key factors for us to decide which hotel to stay at, and Grand Hyatt Macau has it all. We spent a night at the hotel on 10 August. We really enjoyed it because of the excellent customer service of the hotel. All the staff (super friendly and helpful) treated us with the greatest courtesy. We received a complimentary fruit basket and two plush toys upon arrival. We were ungraded to a suite with a magnificent view of the water fountain. The room is comfy and roomy. Everything in the room was clean, neat and well-arranged. The hotel offers exceptional facilities - a rectangular outdoor pool lined with palm trees on both sides, three outdoor jacuzzi pools and a gym room on the third floor. We had a relaxing afternoon tea at the lobby lounge. The cakes…",50
"We checked in Grand Hyatt Macau on 18Jun and stayed for one night. Upon checking in, Diana warmly greeted us and explain our staycation booking clearly. We were lucky been upgraded to an one bed room suite. We can see Wynn palace’s fountain show clearly and the weather was extremely good. After a small break we went to swimming pool, view was spectacular! We ordered some young coconuts and spent our whole afternoon there. When dinner time, we went to Beijing kitchen. We order the set menu and every dish was perfect especially the Beijing Style Duck. The next day we checked out around 1300hrs. Alice was adorable and helpful. Due to some unhappy issue happed so l gave some feedback through their survey. Although we got their reply late but Manager-Sabrini was kind and sweet, she…",40
Jack at reception was most pleasant and helpful. Beautiful and spacious suite! Staff members at the Lounge and Beijing Kitchen were courteous and professional. Breakfast served in the executive lounge on the 37th year was delightful. ,40
