"I would like to commend some of your staff namely, Karmen from FO and Sophia & Claire from GR for the excellent service they have provided prior and during our stay. Since my husband was celebrating his birthday, they have upgraded our room to a corner suite with a very nice resort view and have arranged a birthday cake for him. Totally appreciate this warm gesture and looking forward to staying in this hotel again in the future. We love every bit of our stay!",50
"Which provided from a clerk at front desk her name is Tiffany. Tiffany warm welcome us with a big smile that mask cant hide it. During check in she explain everything clearly and answer all of our questions also introduce and book restaurant for us. In the middle of check in, my kids was shouting and crying because he is hungry, I almost lost all my patience, Tiffany realize and talk with my kid the most amazing is my kids stop crying and started to talk with Tiffany! After the smooth and profession check in she walk out from the station and escort us where the elevator  is, she also find out that we had too many bags to carry and ask for a bellman to assist us. the bellman who assist us were super nice as well (can’t remember his name). NOT ONLY THAT, after dinner back to room we find out a handwriting welcome card from Tiffany, on the card she remind us again of the reservation for the next day lunch and with some sweet gift! Thank you for providing this awesome service, after this experience JW Marriott Macau will be our choice for all future family trip to Macau!…",50
"It’s our second time staying in this hotel. Last stay was not pleasant because the whole time there was the construction on the same floor not far from our suite and the chemical smell went to our room. This time we wanted to go for the swimming pool so we accepted the kind gesture from hotel, being upgraded to executive floor. But again an unpleasant experience... For the executive lounge experience: We arrived 5minutes before the breakfast would be closed. So the staff arranged us at the outside seating not the bfst/dinning area, which we accepted and totally understood with no question. But after they started the breakfast clean up, so they closed the partition in between these two areas, there’s no staff AT ALL in our area that we could reach or see. The entire time (about one hour), only one staff showed up twice but disappeared very quickly...even worse, there were mosquitos in our Danish pastry, but no one was around(except two cleaning staff using vacuum cleanser to clean the carpet around us when we were eating, seriously? In JW Marriott executive lounge!!? Even this is the routine, at least a staff would show up and apologize or explain, shouldn’t it??!). However, in the afternoon same situation, we Came back from outside and ordered the afternoon tea set, once it’s served, no service staff around anymore....a while after, mosquitos flying around again, in kid’s apple juice, on the pastries, in the dippings...we had to return the juice to the staff to change to warm milk (luckily she showed up then...). By the way, the food quality is really not up to the standard of a JW Marriott hotel.  It’s so far the worse executive lounge experience ever. The Executive floor suite: coffee capsule was used when we checked in; the second day after housekeeping cleaning, still no one found and replace...the welcome cake was a disaster that we didn’t even touch... Don’t want to come back again... The only good experience was the particular Housekeeping staff (sorry we didn’t notice his name). When we just entered the suite after check-in and requested special beddings for the kid, he was very helpful and thoughtful. He created a dream bed for our kid!…",20
"This is my second time visiting Galaxy JW Marriott, and once again I was impressed by the staff’s phenomenal service. As soon as we entered the lobby, Ilee from the front desk greeted us, and she didn’t hesitate to explain everything we needed to know in detail. She even went out of her way to guide us to the elevator when she noticed we didn’t know where to go.  The hotel room was no doubt, stunning. Everything about it was beautiful, but weirdly, my favourite part was the toilet. Since it’s my first time seeing a toilet that’s transparent, then turns opaque as soon as you click the switch. The food was also one of the best-tasting hotel foods I’ve ever had. We ordered Western cuisines, and the portions were perfect for us.  The pool was amazing. There was so much to do and to explore. We spent hours on each of the pool rides. The most relaxing was the “river pool”. All you have to do is sit on a floaty and relax, since you’ll flow endlessly with the water. The “water slides” were thrilling. I loved the fact that there were several levels, so that both the daredevils and people who aren’t that brave or children could enjoy the slides. My favourite part was the “wave pool”. It was the most exciting ride I’ve ever ridden in a long while, especially for a pool. I could tell everyone enjoyed it as well, since everyone was excitedly shouting whenever the wave levels rose. My mouth hurt from laughter, as I watched my sister and my mom struggle to hold unto us, and they were pushed and dragged by the wave. The lifeguards then gave us suggestions on how to make the ride more enjoyable. The wave pool was what all of us enjoyed the most, and it’s certainly the most memorable, along with the staff’s amazing treatment toward us. The view was also breath-taking, giving a feeling of solace, so you could just sightsee if you don’t enjoy swimming, although that would defeat the purpose of going there in the first place. The only thing that I didn’t enjoy much was the map. It was confusing to read, so at times, we’d get lost. Thankfully, the staff was kind enough to point us to the right direction every time.  The last place we visited was my favourite. I said that I’d visit it again during my last visit, and I’m glad I did. The “Pool Bar”, as always, had mouth-watering food. Fara, Ron, Wang Yin, Daniel and Robin, once again, as expected, made us laugh and entertained us as we were eating. The staff made our stay way better than it already is, so I’m certainly coming back!  I highly recommend! ~…",50
"City in lockdown but that doesn’t mean one cannot have a very relaxing and pleasant weekend. Staying at JW Marriot,   Suite with great view, the staff is very polite and so accommodating even when I know I’m asking too much, still receive smiles and the best of service. Dinner at Lai Heen one of my favorite Chinese fine dining restaurants in town and to continue the elegance, ritz Carlton lounge for a gin & tonic. Superb experience. Many times done and will certainly continue to do so.",50
"We would like to thank all the staff specially Farrah, Justine, and Glenda in doing great job during our stay. We are planning to come back this October. Thank you for making our stay special and fun. Sure to recommend to my colleagues and friends.",50
"Front desk associate offered us a superb view with grand resort desk view. The view was amazing at both day and night time. With the sunny weather, had a lot of fun at Pool Bar, the assocaite there were very nice and chips was very yum.  I visited JW in Aug but it was crowded at grand resort desk, its less people this time and feel more relaxed and chill.  During the check in, front desk associate Joy explained the information very detail, and lots of greetings from other associate. We ordered in-room dining Breakfast to take some ig-able picture, and suprisingly, the food was as good as it looked. We took a lot johnB picture:)  The last point and my favourite reason staying at JW is the room and everything is VERY CLEAN and in good condition. I got allergy to dust and I didnt…",50
"Emmanuel & the concierge team are so friendly and helpful! I am a frequent visitor to the concierge due to business need, they are always smiling to welcome me, and offer quick but caring service. Always love their service! The gym & pool is also really good. There’s nothing ",50
"Having a staycation at JW Marriott Macau with friends. Rooms were spacious, nice view and with special amenities set up. Thank you to Claire of Front Office for the excellent customer service, to In Room Dining Antonia,Kristine,Dada for giving us an excellent service to our request and of course to housekeeping department.. and I would like also to thank Galaxy Grand Resort Swimming Pool Staff for returning my lost Sunglass.. We have an enjoyable stay. Will definitely came back again.",50
"We have a Wonderful stay in this property. all hotel staff are very friendly. in room dinning. Vincent,Rudy,Tonia,Dada,Kristine,Ace, also housekeeping Jhen,Modesto,Rufino, in poolbar Farrah,Upama,Laarni, and also front desk Edel,Wincy, thumbs up to all  i recommend this hotel. Definitely we will come back to stay again.👍👍👍",50
