"Only a special thing of banyan tree: the room is big and pricey but not special. The in-room service is not outstanding as 5 stars hotel. Besides, I still can see some water stains on the marble floor and some dust gather in the corners of the room. ",30
"This is (without a doubt) one of the best hotels in Macau. The architecture is really impressive and no details were left aside.  The halls in the room levels makes it feel like you are permanently in a luxury spa and the housekeeping staff are very helpful.  I stayed in the “signature pool” room and I can only tell you it was one of the best hotel experiences I’ve ever had. The living room is huge, enough to receive guests for dinner. Also, the room and the bathroom are very big, all with luxury facilities. Truly amazing!  Cons: the breakfast was disappointing. After arriving this wonderland I could only imagine a great buffet with lots of variety, different kinds of cheese, waffles, etc - but that was not the case.  Lastly, I must say banyan tree has one of the most impressive spas I’ve ever seen. Expensive, but you won’t forget it. …",50
"We stayed in Banyan Tree for my friend’s birthday celebration. The room was elegant, the service was great as well. The best part of our experience was when we went to the resort deck and in the Cabana. We really had fun and the staff was so accommodating especially Omar who assisted us as if we are VIP. He made sure that we will enjoy our experience in the resort. Its like we had a pool party, We will sure go back and recommend the hotel to my family and friends outside Macau  Kudos!",50
"I tried the Pampering Getaway treatment in Banyan Tree Spa. It is almost a complete treatment and takes more than 330 minutes. I told my spa therapist that I got elbow pain, during the treatment she focused on loosening my muscle around my shoulder and elbow. The therapist is very experienced and patient. I was really relaxed and refreshed after the treatment. Surely will come back again.",50
"Again as expected, lovely day with my family. Looking forward for our next stay. Thank you for the amazing service and experience. The staff are very friendly and helpful. Great offer too! perfect time to enjoy while we can’t travel. Recommend and worth to stay. ",50
I stayed here for my birthday in Jun 2019 and the staff was nice and friendly and the beds were nice and comfy and clean and the bathroom had great water pressure and I wish I had pictures of it but I forgot to take a picture of my room and even the bathroom. Overall I am definitely going to come back here again.,50
"I had an amazing stay to celebrate my birthday in Banyan Tree Macau. The staff were very friendly and proactive fulfilling guest needs, one person that I have to mention is the front office guy Michael who did the check in and check out. He was super friendly, welcoming and knowledgeable...my wife and me were very impressed with his services and professionalism!!  Additionally, the hotel provided us a free room upgrade with nice birthday deco, champagne and a cake. I just want to say thank you to the whole Banyan Tree Team for making my birthday very memorable. Cheers...",50
"The Front office Miguel was so polite and very professional. Very kind and the Manager as well. All the room attendants are very well trained. We will definitely come back! The wave pool is a bit off for they can only accommodate 2 guests in every room. If you want to bring along your son or daughter you need to pay for the whole day. Shout out to Sherman, Ms Sasa, Mark For your good service 👏👏👏",50
 Kudos to the Cabanna team head by Marcos and served by Leizel and Omar. We had a great stay. Fast and excellent service of food. The place we stayed was nice and cozy. Our baby also enjoyed the pool. Highly recommended to families for relaxation! ,50
"Spent a day with family at one of the Cabanas. We all loved it. Each cabana is air conditioned with plenty of space for 6-8 people. The pool and tho whole setup is beautiful, comfortable and very relaxing. The staff was very friendly and helpful, made us feel right at home! The food was good too. Definitely going back again!",50
"We spent a day chillout at Cabana, and never knew that there is a place like this in Macau. A hidden gem in a concrete jungle of resorts and casino. The services rendered by the team was exceptional and second to none. It is a perfect place for family and friends. The foods served were sumptious and appetizing. Had a wonderful time spent with my family thanks to the team of Liz, Rod, Rommel, Marcus and Omar.  Tip: The place is usually fully booked and packed, so better do a pre order to avoid waiting for your food. Also come early to maximze your time and explore the area for it has alot to offer!",50
