"The most hip and vibrant hotel in the Cotai strip! While most hotels along the strip is a decorated with the theme of Royally Luxurious, Sheraton Grand Macao breaks the norm by being the hip and vibrant hotel with daring color themes. Making it suitable for young millionaires and millennial travelers like me.   My Executive Suite gives a perfect view of the Eifel Tower at the Parisian. The room is spacious and decorated in the theme of modern luxury just how I like it.  I definitely will return to the property when I have the chance.",50
"This may not be the fanciest hotel on the Cotai Strip but the service is good, rooms are spacious and clean for a reasonable price.  Its great for families with good connection to other hotels and a great shopping mall and food via the well marked  internal labyrinth of lifts, walkways and escalators",50
"Short staycation yet amazing. Gorgeous room with a fabulous view. I particularly thank to Vermond, hes the one who assist me upon checking hes very professional and have warm smile. Next best part is food in breakfast has a great variety taste so delicious. We were impressed for there beyond service as well. The scent of the hotel lobby was kind of relaxing also. Overall service was excellent. Every single member of the staff from check in to check out were great. Thank you. Thank you, you made my daughter birthday memorable even the simple effort from Joletta. I highly recommend this place. Thank you Sheraton",50
"I would like to thank you and your team especially to Front Desk Miss Jaeselle for the decoration ,Miss Josie for follow up our request and Mr. James Zhou for our friendly check out.Thank you guys for the great job you did for decorating our hall for my boyfriend's birthday. You completely surpassed all my expectations. It was so beautiful and memorable THANK YOU SO MUCH and looking forward for our next booking on October 28",50
"Excellent services. Love all the staff, they are super friendly and nice, specially Ana in front desk. We enjoyed so much during our staycation. Thanks so much for the birthday arrangements. Will definitely come again.",50
"The reception staff are great and help a lot. Too many tourists in the lobby, and there are the casinos besides the lobby. The location is so great and can take the shuttle bus to go many spots and different casinos.  All the service is good and the staff in the lounge are very nice to help and can remember you have been here, very sweet.  Overall speaking, good hotel to stay!",40
"Everything about our family staycation at the Sheraton was perfect! It started with a call from Rechell from Guest Sevices Center the day before we arrive at the hotel confirming our booking the next day.. She was very gracious and very polite in assisting me with our room and she even asked me if we are celebrating a special occasion. The next day, we were impressed the moment we set foot on their lobby up to the time we checked in. Paula and Theresa from the front desk are both kind, knowledgable and courteous. They both explained the package we availed and surprised us with a family suite.. I was very touched because we, especially my kids loved the room! They also welcomed us with a very sweet note from Rechelle and a box of Madeleines.  Overall stay was amazing and we’ll…",50
"Great Service, Great Staff. Made my baby 1st bday memorable. Thanks to Front Desk for giving my kids a gift. Bell Service for my luggages. Guest services for being patient with me calling all the time. Will come back for sure!",50
"Had a wonderful summer staycation experience in Sheraton Grand Macau Hotel on August 14-16, 2020.  The room is spacious, comportable, beautiful and clean. The staffs are friendly and accommodating. Thanks for the room upgrade FO staff and to the guest services ambassadors by the name of Sheena and Jetro for helping me to carry all my luggages and for escorting me from the check in counter to my room door. The heart shaped swan, rose petals and pack of chocolates decorated on the bed was a surprised for our wedding anniversary. The room cleaner Ram Chandra # 6005299 is so polite and has excellent customer service. Everything that I have requested (room service) they deliver it right away.  This is a good venue to celebrate big events, the food is very good.  Will recommend…",40
We had such a wonderful experience at the Sheraton hotel. Everything we needed was accommodated perfectly. We celebrated my friends birthday and we had a fun time. We will definitely stay here again soon!,50
Great experience with this luxurious hotel. Staffs are friendly and accommodated. Super recommended. 1 night is not enough to stay here because of their good and outstanding service and also the beautiful room and its cleanliness ❤️ Surely recommended,50
"I celebrated my birthday in Sheraton. I did not expect this massive surprise that a staff named Jeaselle, prepared when I had entered the room. The bed had a lot of flowers in it, spelling out my name. It was so unexpected, and gratifying. It’s truly one of the best birthdays I’ve ever had, and certainly one of the most fun experiences as well. So my friends and family will make sure to come back to this hotel and we will recommend it to others. Thank you so much Miss Jeaselle for your wonderful surprise, and for ensuring I had a great time there. Continue your good service. 🙏🥰",50
"We just want to thank the following staff  To guest relation officers Ms.Sally Yu Guest service agent, Front Office and Rechell Ann guest relation team for all the emails welcoming and reminding us on our upcoming hotel reservation. Being a working mom this email helps us a lot, to never forget our incoming staycations. A great reminder indeed.  Upon Check in 13 August 2020 Ms. Eurika welcome us with smile on her face. She very friendly and courteous. She even upgraded us to a family suite. Since it is a post birthday celebration of my son. Staying on family suite is our first time experience and we are all excited going up to our room to see what it looks like. And we are all amazed when we get there. She even assisted us on our room and help us on our luggage. Thank you Ms.…",50
"I’m a frequent visitor to Sheraton, especially Sheraton Grand Macao, I used to stay here every time I visit Macao, and I also visit different Sheraton around the world, but I never met a reception staff like this time when I checked in. I want the leaders know what happened with the staff whose name William, a local boy, speaks Cantonese. When I walked to the reception, he didn’t say welcome or hello, but I said to him, funny, right? Then I tried to change a better room, his answer was there are not which means I can’t change. What??? It was under the outbreak, and not much people there, he told me no better rooms left. I said I don’t mind to pay more. Then he walked into the back office and left me wait for couple minutes... there’s no people waiting, but I need to wait couple…",40
"Sheraton always feels like home. A day before arrival, we received a call from Giselle who confirmed every details of our stay. Special thanks to Josie who remember us everytime we come and  explained the packages very well upon check in. The bell man who assisted us to our rooms was very kind and Cristina who we called for inquiries was very patient with us. Overall stay was great and will surely come back.",50
"It is very nice of Sheraton to give such good deals or packages to avail during this time of pandemic specially knowing we are all still in lockdown. We had a memorable & perfect staycation as they offered an affordable promotion of early check in at 12pm & late check out next day 6pm, complimentary upgrade to next room category and what's more? 500mop dining vouchers & free entrance at Eiffel Tower & Qube Kingdom (if you have kids to bring with you)  What I love about them is their customized services to each of their guests. As they know that we are celebrating my boyfriend's birthday, they called me before the booking date and proactively offered us a suite room upgrade, birthday decorations & special amenities. I was surprised & got very happy with their advance…",50
"Room is big, with a large bathroom with shower and bath tub separated. The bathroom amenities like shower gel and shampoo are poor in quality. I have uploaded the TV channel list and laundry price list.   The router in the room provides both wired and wifi connection. Two power outlets at the table and one at bedside",30
"It was an excellent experience to celebrate my birthday at Sheraton hotel, with a nice staff and helpful suggestions from the staff, a very warm welcoming especially in the check in area where I met 2 helpful beautiful ladies name. Ericka and Eurika they really help me lot and the rooms are very nice and convenient. Excellent really🥰. I wish that I could have a next booking with my daughter when she visit me here in Macau.  Thanks for the wonderful experience I’m happy to recommend this hotel.  ",50
"This was my first time in sheraton hotel, we stay for 3 days 2 nights for a staycation with birthday celebration with my friends. First I would like to recognized Ms. Ana Asilo for assisting us for our check in, She was so accommodating and explaining to us what are the ammenities, discounts and vouchers that the hotels gives us for the rest of the stay, she also upgraded our room to be in suite. Kudos to you girl. The room was huge and clean. I love the pools because it seems that we're just the people on the pool area. To sum up I enjoyed our stay. Till next time. :)",40
"It was a great experience for me and my family during our staycation in Sheraton Grand Macao. I really appreciate for the free upgrade service to Family Suite which is so amazing for the kids, even though for me. lol  I’d highly recommend all my friends to stay in your hotel who would like to have a wonderful staycation in the near future.    At last, thanks for the professional service from yours.",50
"This is the 3rd time this month and it's obviously been very good, they've consistently went above and beyond. The staycation package was something we needed from what's happening with the world. It has been rough, to some maybe even harder but they sure did delight some of us. It was already a give away for 880 patacas with 500 patacas daily food voucher, the Qube and Eiffel tickets for 2, early check in late checkout and a room upgrade        (because why not, right? If it means making their patrons happy and the rooms are available anyway). That is customer satisfaction right there! What's even greater is the personalized touch the employees gave, the handwritten notes of thank you, gift, origami they folded.. even walking us from the lobby to the elevators. It was really…",50
"Our stay in Sheraton was very fulfilling. We had such a lovely time and relaxing time. As for the services- every staff in Sheraton were welcoming, kind, and willing to attend any request. And I would like to give a Special thanks to Shana and Vermond from the Front Office for being very helpful and delightful. Besides the amazing service in Sheraton, the hotel room was clean and comfortable. I can definitely say that the price we paid for was absolutely worth it!",50
We enjoyed our stay there. The room is huge and clean. We love the comfy bed! We had a very relaxing weekend so we’ll be back very soon.   I love the steamed rice rolls and dim sum at the Yum Cha restaurant. We made the right choice!,50
"Thank you for the good service, i was stunned by the happy birthday sign on the bed, special thanks to Jeaselle GR team and Shana of F.O, Thank you very much of the support and services, for the effort you gave to us, i wasn't expecting it. It was tha happiest birthday I've got,so thank you very much. I hope to have more experience with the hotel when we check in.",50
"First and foremost i would like to thank your staff her name JEASELLE BILAG for assissting my friend birthday,it's so delightfull and perfect and lovely room and we all enjoy our stay even 1 night.She gave me a lot that our needs in our room ,set up and etc..She deserved to gave her a high note a big thanks (sheraton sky tower 1). ",50
"This is not my first time staying in Sheraton .but its always been the Best .  I just want to appreciate all the staff especially Ms. Mariana Conceicao, for giving me such a nice room she was very considerate since i was celebrating my birthday she gave me an upgrade since there is available room. i would like to thank Joyce Jimenez for checking me In with warm welcome greetings and a perfect smile . Thank You to Rechelle Santomil,Josie Bilag, Erika Mallari, and Jetrix pasamanero for the surprise song and banner that they had prepared for me.Ana Malit from assiting counter who help me renew the keys when its not working  and Emily from the Sala Pool who is very attentive with our needs and orders. Sheraton Hotel have a  lot of good Staffs that i really want to thank and they…",50
"Booked a room for weekend getaway and we mainly come to enjoy the pool. Prior arrival, I was being informed that I could only use the hotel facilities only after getting a room. Therefore, we decided to come a bit later than scheduled. However, upon arrival, I noticed the staff actually can be very flexible as they do allow guest to use the facilities while waiting for the room to be ready.  Nonetheless, the pool is great with attentive staff around.",40
"We had a really great time on our stay in Sheraton Macau. I would like to commend the excellent hospitality preparation of Ms.Erika  Mallari, with the decorations, birthday cake , and arrangement with our room preferences.Everything is set up on details and we had a very happy experience. Also, check-in was very smooth, with the help of Enson.He is very professional and always wear a smile.Thanks to Jason Chen as well who assisted us.Very kind-hearted and passionate to help the guests.An excellent team indeed!Thank you!see you again on our next visit! ",50
Stayed at the hotel by myself in June. Kudos to Ms. Maria Cristina Precella for being very hospitable and quick to resolve issues. She  goes an extra mile to make sure that guests feel comfortable and safe. Thank you again! <3,50
"Celebrating our Anniversay at Sheraton Grand Macao was exclusive !   We were warmly greeted by one of the Hotel Ambassador staff Karen.  Thank you Tiffa, Juliana, Paula at the Frontdesk for their welcoming service! Jeaselle and the Guest Relations Team for the great arrangement and effort!   The room was cozy, especially the heavenly beddings! I was asleep the moment I tucked in bed. ",50
Had a great time! The view from the room is very nice and the staffs are friendly too.   Special thanks to Josie for the amazing arrangements! 😄 Spent the best Father's day and birthday celebration here!,50
"We had a very nice stay at Sheraton Grand Macau Cotai, We would like to thank Ms. ERIKA for the help and very good service.My friends and I really enjoyed the upgraded room with the view of Eiffel tower from Parisian hotel.  We will definitely recommend this hotel to family and friends and we will come back again.",50
"We stayed at SHERATON GRAND MACAO HOTEL for 1 night with my bestfriend and friends.🛌🛌👭👭👭  💯we are so thankful for the treat  they offered 👨‍💻 the room is cozy and spacious, comfortable stay with a brunch before we go ❤ perfect night view was also PLUS 👌👌👌 Eiffel TOWER from Parisian hotel   🥰🥰 We are completely overwhemed by the  size of the upgraded room HUGE THANKS to the GR team ERIKA 😍😍who really made our stay such a perfect and memorable one. and very helpful at all times.  💯we have always a great time staying at SHERATON GRAND MACAO HOTEL   💯we will definitely recommend your hotel to our friends and family and im sure we'll be back.    ",50
The stay at Sheraton Grand Macao was absolute wonderful. The suite room was incredibly huge and super comfortable and everything went as planned. A special thank you for the arrangements made by Jeaselle from Guest Relations Team and for the special postcard left with them too. Superb!,50
"Me and my husband usually celebrate Anniversary out of Macau but this year was an exception due to flight restrictions because of Covid19. We decided to celebrate our Anniversary with our family for a One night stay here at Sheraton. We stayed at Family Room Suite and our kids surely had fun staying (my daughter don’t even want to leave). It may be an overnight stay but we surely enjoyed their staycation promo of early check in 12pm and late check out 6pm. The frontliners William Wong and Paula made sure that we had a smooth checked in and checked out process.  Valerie prepared our room with a note (photo below), a kissing swan towels with rose petals and a box of chocolates (didn’t had the chance to take the photos coz the kids got too excited). We were assisted by Eurika to…",50
"As this covid-19 has given us a lot of stresses in life, it’s time to spend a weekend getaway with family. From the moment we stepped in, we’re greeted with a beautiful smile by your front desk executive, I believe her name is Eurika very friendly, hospitable and kind. Well presentable and knowledgeable about the amenities of the hotel....I would like to commend Sheraton for a good job in training your staff. Anyways, your package is very attractive for locals in this time of pandemic... Actually I have recommended Sheraton to my friends and relatives. Surely we’ll be back!!",50
Rooms are spacious and clean. Room service is very good. Hotel staff are very friendly and polite.  The only so called negative comment is the hotel compound is so big and it takes quite a walk from my room the swimming pool area.  Sometimes you might get lost.,40
Stayed last April this hotel was amazing connected to others and so much to see  The room was lovely and the staff friendly the food in the restaurants were amazing ample breakfast to chose from at the grand buffet.  Hop8ng to go again in April this year,50
"Best hotel to stay in the cotai strip! Connected to Venetian through a bridge...near Sands as well.  Has lots of food choices like cheesecake factory!!  If you don't want to gamble too much, this place offers lower minimum bets. If you want free hot milk tea, just go to the casino area and drink for free!! haha  Hotel rooms are spacious and complete with toiletry amenities.   Worth every penny!! ",50
"Amount so many hotels in Macau, there is nothing special to mention about Sheraton Grand Cotai.  Except its a pleasant surprise that the guestrooms got a very nice view of the Eiffel Tower.  The front desk, as usual, is crowded with many people. We stayed one night only, but we have to waste much time in all these check in procedures. But, as we have special arrangement with the hotel for celebrating birthday to our family member.  The room was nicely decored with rose pedals and balloons, together with greeting card, rose bundle and birthday cake.  Thanks Sheraton, our birthday in Macau would be memorable ！ ",40
I traveled with my wife in China in December. Our first destination is Macau and stayed at Sheraton Grand Macao hotel. The doorman provided very welcome service for our arrival and check in was responsive. They also have provided free shuttle bus service to the other side of town. The Concierge team was very helpful and helped us to plan our trip. The breakfast was good and many choices for us. We will stay here again for our next visit.,50
"Very busy over the CNY period, staff still tried their best to accommodate the requests of the masses. Fittings and rooms were nice, however getting a little dated. Casino in the hotel not as nice as the Venetian for example. Great gym though!",40
"All the filipino staves and security personnel from the hotel and in casino are all acting bossy and disrespectful. They are like waiting for a tip, and if you don’t give a tip, they will snob and make face plus laugh behind your back. They are making fun of the guests. Seems like they’re not seriously doing their job. They should be fired and replaced by more competent people. They act bossy like they want the guests to adjust for them, really.",10
"From check-in to our daily breakfasts and evening reception times in the concierge lounge to the housekeeping service, we were extremely pleased with the Sheraton Grand Macao.  And even though the prices--everywhere on the Cotai Strip--are pretty steep, the Sheraton's were better than all of the other options.  Local buses are cheap, reliable and convenient. Get off the Cotai Strip and go south to Coloane Village for the day or to the north island where the culturally Portugese sites are. The Macao Museum is especially worth the time and the low entry fee.",50
"Staying at a Sheraton for two weeks during a work trip you would expect the service to be good, however the China factor and low paid workers, lets through heaps of numbers at it scenario seems to be in play here.   The Check in procedure was laborious to say the least, it took approximately 15mins to get checked in, and then every couple of day we had to continually put more credit on the account which got tiresome as the process never seemed easy and quick.  The restaurants and facilities of the hotel are very good, and food options were excellent and keeps it a 4/5. The room service, house keeping options were pretty ordinary with something everyday not being done in room servicing.   Probably look for a different hotel to stay at for the next work trip there.",40
"Would not suggest staying here at all. The rooms are below par, the service is missing and there is very little ambience or atmosphere. It is lacking in every element that a Sheraton Grand should portray. Sadly can not recommend this place. ",10
"역시 평만큼 좋았어요! Peter Jung 님 진짜 감사합니다. 같이 여행갔던 친구가 생일이었는데, 에펠탑뷰+케이크+편지 준비해주셔서 너무 감동있어요 ㅠㅠ 세심한 배려와 서비스 최고예요! Perfect as expected! Clean and nice. Excellent service also. Do not hesitate to reserve this place!",50
"Love the room. Comfy bed. Self check in counter make it easy and skip long line. Staff all nice.  Connected to mall. Easy to find eateries. Location is really center. Right Across Parisian, Venetian, and Studio City.  Shuttle Bus to airport every 15 min.  Heated Pool and Gym are awesome.",50
We stayed in the Hotel for two days with the understanding that New Year's celebrations would draw lots of tourists to Macau especially in this gaming resort with shopping arcade and connecting overpass to some nearby hotels.   We already adjusted our expectation to the service and comfort level which Sheraton brand hotel could have provided. The room was well maintained when we first visited a few years ago. No disappointment at all.   We were able to get directions from Hotel staff for the newly opened Macau Light Rapid Transit and we should be grateful there were street signs of getting to the nearest station just little outside of the building.   After all it was wonderful we were in the room with view of count down event held by Parisians Hotel across the street (would be…,40
"Upon booking, I ordered a non-smoking room, but I was welcomed by a strong smell of cigarette when entering the room. We called Room Service, and the staff was indeed very sorry and willing to help. The agent told me that a staff member would bring the keys to the room in a few minutes.  Behold, that's when the drama starts.  It was 11.45 pm when we called room service (it was indeed late by normal standards, however, in Macau, the service was still at full scale, even in late night). We waited for an hour, an whole hour without any staff appearance. We called again. The staff remained very polite and was very sorry for the delay, which was appreciated. However,  the staff member did not appear in half an hour. This was already around 1.20 am.  The staff did not brought us the…",10
"This is one of the best value for money hotels in Macau and the sky tower has new rooms which are pretty spacious. We had an amazing view of Eiffel tower and enjoyed our stay. However, the check in process was very long and tedious. With two children under 4yrs, we had to stand in queue for 30mins in the priority counter which is totally unacceptable. They could staff more ppl, else what is the point of having proririty if we still had to wait for half hr ??",40
"We stayed for 3 nights in a Deluxe room. The room was clean and bathroom large with separate shower and bath and a good supply of amenities. Robes and slippers are provided and there is an in room safe. Check in was horrendous. It was Christmas Day and would expect it to be busy, however 40plus minutes in a zig zag queue was unacceptable. Especially after our long journey to get there. My husband fell asleep on one of the very few benches available, waiting for me. Only one person was allowed to queue. But this seemed the rule for some and not all. There should have been double the amount of staff on at the check in time. It was chaos. Our room initially lacked pillows and towels, but this was rectified after a call to housekeeping. The complex itself is enormous and linked to…",40
"Cotai Strip is pretty much the reason for the mass tourism of Macau with the endless luxury shopping and gambling opportunities.  With so many upscale option along the strip, we went with the reasonably priced Sheraton Grand, one of the four hotels that make up the Sands Cotai Central Complex.  While it may lack the theme park vibe of the Venetian or the Parisian, the gambling and shopping options practically looked identical.  The check in and out were both surprisingly efficient but we also avoided the worst times checking in super late and checking out early.  Breakfast spread was fantastic mix of both Asian and Western food.  We were lucky to have a room with a view of the Parisian's Eiffel Tower which was cool.  Room was spacious and the beds couldn't have been more…",50
Me and my family stayed at Sheraton over the New Year holiday and we had an amazing experience. Check in was fast despite the many travellers coming in. The staff were very welcoming and helpful with our requests especially Theresa. She made our stay that much better. The room was very clean and comfortable. The breakfast buffet had an extensive and excellent selection of dishes to choose from. Check out was a breeze as well. I would definitely recommend Sheraton to other travellers looking for a luxurious and comfortable stay in the Cotai Central area of Macau.,50
"We stayed here for a 3D2N stay and the room really spoiled our plans to explore Macau since it was just such a good place to sleep in. Check in process at the Bonvoy desk was a bit slow, but we've waited in longer lines so it was okay. Since the hotel is combined with the Sands Cotai Central mall, so every facilities that the hotel gave follows the property layout so expect navigating this mall before getting to check in/reception - not all reception desks near designated lobbies were available. Check on what particular programs are available for your stay because we managed to join in the Crab Bash in Sheraton Grand Macao's Feast buffet restaurant.",40
It was a wonderful new year stay with the family at the hotel. The check in was quick despite the number of people. The staff were also accommodating and quick to respond to our requests especially Theresa. Will definitely want to come back and stay with the hotel again the next time we visit and hopefully explore more of what the hotel has to offer. Also the breakfast was very good and the staff were again very helpful and accommodating.,50
