"It was a birthday celebration trip for my friend. Guess what? St Regis provided beyond expectation service to us! They tried their best to accommodate our request without saying a ""no"" to us. Everyone are so polite, attentive and make us feel welcome!  Joyce assisted us for check in and Sophie escorted us to the room. Sophie was very attentive, she notice 3 of us, all girls with long hair staying in room, she offered extra hair shampoo to us! Such a thoughtful service!  During the stay, we're so grateful that received Chris Lim for the welcome fruits and turn down amenities along with the hand written card. All the small little touch delighted and enhanced our staying experience.   On the departure day, we have ordered drinks to room and thank you Mia for the delivery.   Last but not least, THANK YOU for making us a wonderful staying experience by St Regis's staff! …",50
"Spend two of my lovely weekend stay in St Regis Macao. It’s all about how WOW i am impressed by their warm services and small gesture they provide which let me feel i am home away from home when you cannot travel back home due to Convid 19. Always enjoy the smooth and pleasant experience each stay from the moment of stepping into the hotel. Associates welcome you with their heartfelt hospitality from the moment they notice you, seated you down with flawless check in and well greeted by their management associate.It was truly wonderful and during the first day of Marriott Bonvoy Week of Wonders, given the welcome gift. Walk to the suite by the butler and had a some nice conversation on the way. Upon arrival to the suite, another butler prepare coffee and serve when i was being introduce around the suite. It was overall a nice experience and very relaxing stay. Definitely will come back and will recommend friends to stay to fully experience the glamour service of St Regis.  I want to appreciate you and your team effort to Sunny Chin, Chris Lim, Frank, Florence, Claire, Brenda and Amy for your hospitality during my stay.I am truly amaze by all of your heartfelt service. Thank you very much!…",50
"Thank You St Regis team~ chose STR for a night stay to celebrate my friend’s birthday. Was an excellent choice! FO manager greeted us upon check in. Assisted to make afternoon tea booking, extend late check out so we do not have to wander around while waiting for our afternoon tea reservation. Prior to check-in, butler team connected me to arrange the room decoration and assisted to custom make a cake for birthday girl. Breakfast delivered by johyen and met him again at pool! Pool team were diligent! They helped guests to move the deck chairs so guest could have a good spot to suntan. 1 negative was the room above us was making too much noise in the middle of night! Though we called the hotline to inform, Lasted more than an hour before it quiet down. However Overall~ enjoyable stay! …",40
"Dear butler team, Thank you for giving me such a super memorable stay in St Regis Macao.  I stayed in room 2918 last 2nd of Oct. I was greeted by butler Elaine and Brian at the front desk counter. Elaine was very kind and professional. She escorted me to my room and noticed I was actually coming to celebrate my birthday. When I entered the room, I was so surprised with such a beautiful balloon set up and lovely amenities.  I was so touched when I saw the Ferris wheel with all my photos cut in a round shape with a happy birthday greeting on top. As per Elaine’s explanation, the reason they cut the photos in this special shape is because of my name ‘Circle’.  After the rooming session, Elaine went to prepare the beverages and specially prepare extra bottles of water set up in the room. Thank you so much for the considerate service.  In addition, she came back with Dragon along with an elegant trolley which had a cake and a special birthday signage board on top. They even sang a birthday song for me. Meanwhile, they recognized that my favourite character is tinkerbell, which is a character from Peter Pan. The team created a special greeting card which includes tinkerbell with beautiful hand writing. I believed it is from Elaine and Casandra.  Lastly, when I was going to check out, Marvin was there and escorted me all the way to the counter for proceeding the procedure. I believe there are so many thank you in this comment. I really can’t express how touched I am during this staycation. They really provide the service from their heart. Really sincerely appreciate all the great effort from the team.…",50
We stayed here for our 23 Wedding anniversary and from the get go we were pampered by Janet and her super attentive team. On entering our room we encountered a lovely decorative welcome message and witnessed the traditional opening of a champagne bottle with a saber! (See photo).  Our butler Chris deserves special mention with a nice touch of providing a Malaysian petit four later in the day after finding out my wife was from Singapore. We were also pleasantly surprised on our return to the room in the evening of a nicely framed photo of us depicting our arrival in the room.  Two pool staff stood out in their customer service too and they were Dicky and Rojen. Thanks you for a super relaxing and enjoyable stay! We will be back!,50
"Amazing staycation at the St Regis. Top notch 5-star service from check-in to check-out. Staff is very attentive and always proactive. The suite was huge with a beautiful view of the Cotai strip. Comfortable bed, big bathtub to relax. Delicious and plentiful in-room breakfast. The outdoor pool makes for a perfect spot to swim a bit or chill in the jacuzzis. Memorable stay and definitely one of the best hotels in Macau! ",50
"I had a good staycation at St. Regis last month to celebrate birthday. They organized a series of surprises including a hand-writing card, cake, and decorating the room. We are satisfied with the suite and happy throughout the stay. The butler service that can satisfy your all possible requirements and you could reach them through WhatsApp which is convenient. Thank you St. Regis!  Suite: Large, spacious, quiet with a good view Check-in & out: smooth, Florence did check our satisfaction and bid farewell In-room dining: Breakfast was served in the room, the portion was generous. Amenities: my opinion is the toiletries, not up-to-the brand Staff: patient & polite but the interaction was not oriented e.g room tour or how they introduce themselves  The only disappointed is the…",50
"I booked a room as a gift for my friends who just got married last Sept 15, 2020. It was a package of room, breakfast and tea set. I thought that this will be so plain and fortunately, I remembered Aileen from The Manor, whom I met there before this pandemic happened. Though it has been a long time, I took the chance to asked help from her, like is there anything that the hotel can offer to make this stay more extravagant? And this is where it all started. The room was decorated with balloons, flowers, candles as a surprise. They even had an upgrade to Metropolitan Suite. A trolley with the couple's photo frame and some decorations were waiting too. See how fast these staffs are? From the front door, my friends were escorted to the room through Chris Lim (Butler Manager), with…",50
"If you want to experience luxury and detailed service pls stay here. You will have the butler service that can satisfy your all possible requirements.   The breakfast restaurant is very elegant and I truly enjoy the decoration and service.  All is good and even the location is great to reach many spots. You can enjoy the quiet but also busy Macau.  The only disappointed one is the toiletries brand, smell and quality can't match all the service and St. Regis' image.",50
"Very friendly staff the Butler’s section is managed very well , we have tried the food Breakfast end at the poolside The portion of a generous and the quality of the food is very good The kids amenities are very nice and good quality Great experience the comment I will do it would be about the swimming pool it wasn’t really a luxury and boring layouts and no decoration despite those could be improved",40
