c60097,s2,The bath was a treat and the beds were soft and comfortable,[bath][+],[beds][+],Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
c21186,s5,You have to walk very far in order to get to your room,[room][0],,,,,,,,,,,,
c8867,s4,"We were treated like royalty each morning at the complimentary breakfast, with a selection of excellent food choices to make our mouths water",[breakfast][0],[food choices][+],,,,,,,,,,,
c3526,s11,Lining up for taxis and shuttle was well organized,[shuttle][+],,,,,,,,,,,,
c80037,s3,"And I just want to emphasize houskeeping team, since they know its our anniversary, we didnt request for any flower set up",[houskeeping team][+],,,,,,,,,,,,
c50256,s6,"When we make our booking, we requested that the fridge to be emptied out since we were travelling with a 2 years old and hence she will definitely play with it",[fridge][0],,,,,,,,,,,,
c50074,s7,"3) the staff who came to give us extra 2 towels, 1 tube each - shower, shampoo, conditioner was very rude",[towels][0],[staff][-],[conditioner][0],[shampoo][0],,,,,,,,,
c6052,s8,Taste is ok and would say that ambience is good as expected for an Italian restaurant,[taste][0],[ambience][+],,,,,,,,,,,
c34,s2,"The hotel is located on the Peninsula side of Macau, away from the glitz and glamour that characterises the Taipa/Cotai Strip area towards the south",[location][-][u],,,,,,,,,,,,
c18551,s5,You have to walk through the Casino to get to all the rooms,[Casino][0],[rooms][0],,,,,,,,,,,
c50611,s3,but that little personal touch we have so come to expect from the Starwood Group was just missing,[personal touch][-],,,,,,,,,,,,
c50302,s9,There are lots of dirts on the carpet and the bathroom was wet like someone just had a shower,[carpet][-],[bathroom][-],[shower][0],,,,,,,,,,
c2500067,s2,"One of the TVs (at the sitting area) wasn't working, we called in and the technician came within 10mins",[TVs][-],,,,,,,,,,,,
c2500124,s1,Nice hotel with spacious room and huge bathroom,[room][0],[bathroom][0],,,,,,,,,,,
c80056,s4,The upgrade means the room is much larger too,[upgrade][+],,,,,,,,,,,,
c80009,s5,The foods served were sumptious and appetizing,[foods][+],,,,,,,,,,,,
c50131,s9,"Location is good, you can see 5 or 6 hotels without going outside and there are shopping malls amongst them all",[Location][0],[shopping malls][+],,,,,,,,,,,
c50190,s10,I asked the reception desk staff if I have to pay for the drinks that we have ordered last night,[reception desk staff][0],,,,,,,,,,,,
c6084,s8,"We also visited old Tiapa village, Food street at the Broadway, Lord Stow's bakery at the venetian",[Food street][+],,,,,,,,,,,,
c3515,s3,We were greeted by a friendly staff,[staff][+],,,,,,,,,,,,
c11949,s5,Check in and out is not prioritised for AccorPlus member,[check in][0],,,,,,,,,,,,
c2500184,s5,Tix for gondola can be purchased at the souvenir shops,[souvenir shops][0],,,,,,,,,,,,
c28,s4,"Everything else, kinda, lies on the other half of the city.",[location][-][u],,,,,,,,,,,,
c50571,s4,The lobby smells of smoke,[lobby][-],[smoke][-],,,,,,,,,,,
c9,s1,One of the best hotels we have stayed at,[hotel][+],,,,,,,,,,,,
c11588,s5,"Breakfast: Our package included a buffet meal, and it was not so busy when we arrived at 7.30am although it was on a Friday morning",[buffet meal][0],,,,,,,,,,,,
c50109,s1,They have poor service where we put our luggage in the hotel luggage storage reception,[service][-],[luggage storage reception][-],,,,,,,,,,,
c50246,s1,Me and my family booked a suite for New Year stay couple months ago at Sheraton Macau,[suite][0],,,,,,,,,,,,
c2500069,s2,The check-in was at 3 o'lock,[check-in][0],,,,,,,,,,,,
c50072,s1,"Guest Service pick up phone after 9 rings, there English was quite bad",[Guest Service][0],,,,,,,,,,,,
c11,s4,"We didn't use the shuttle bus on our way to the hotel, as we travelled with a new service by TurboJet, but we did use the shuttle back to the ferry terminal which proved easy and well organised",[shuttle][+],,,,,,,,,,,,
c2500162,s5,"The room did not disappoint, it was spacious, nice, and clean, with fruit basket waiting on my desk",[room][0],[fruit basket][0],[desk][0],,,,,,,,,,
c2500238,s2,On arrival a guy dressed as a gondolier asked if he could take our bags - we were the only people on the shuttle bus from the ferry with bags,[shuttle bus][0],,,,,,,,,,,,
c60061,s6,The room gives you the beautiful sea view with the Macau Tower and the glittering hotels,[room][+],[sea view][+],,,,,,,,,,,
c16249,s1,Stayed for 2 nights at this hotel and I was impressed with the deco and facilities of the hotel,[deco][+],[facilities][+],,,,,,,,,,,
c60105,s3,"Could not fault anything from the moment the concierge staff took my bags, he started up conversations even in the elevator",[concierge staff][+],,,,,,,,,,,,
c3684,s3,"The room is very hugeeeeeeee, clean, modern, and nice :)",[room][+],,,,,,,,,,,,
c4,s4,Bvlgari Toiletries are provided,[Bvlgari Toiletries][0],,,,,,,,,,,,
c50484,s3,"Everything --like with all other hotels on the cotai strip, or indeed all casino-attached hotels, for that matter-- is casino/gambling-oriented and the rest of the services are only secondary: restaurants serve good food but service is abominable, there are no bars",[services][-],[service][-],[bars][-],,,,,,,,,,
c886,s7,"After complaining to their manager, we then were offered to change another room",[room][0],,,,,,,,,,,,
c2500246,s8,"Thankfully, this hotel  has free shuttle service to many places, made touring around Macau a breeze for us",[shuttle services][0],,,,,,,,,,,,
c2500116,s9,"The room was nice bit dated but was nice, clean & spacious",[room][0],,,,,,,,,,,,
c2500255,s2,We took the hotel shuttle bus to and from the ferry pier ,[shuttle bus][0],,,,,,,,,,,,
c50318,s2,"It was busy but actually not that packed, the problem is the hotel just does have enough staff and management are not very switched on",[staff][-],[management][-],,,,,,,,,,,
c80013,s2,The pool was really clear and the foods were good,[pool][+],[foods][+],,,,,,,,,,,
