c15000000,s1,The staff at MGM Macau Pastry Bar was so rude
c15000000,s2,I purchased a birthday cake online
c15000000,s3,Then I went there  to pick up the cake Today
c15000000,s4,"I didn't go there on time, so they called me for 4 times"
c15000000,s5,But I missed the call as I was in the meeting
c15000000,s6,When I arrived there I showed my purchase order to the staff for picking up the cake
c15000000,s7,When the staff was packing the cake another staff spoke to me and said that she had called me for 10 times today but I didn't answer the call
c15000000,s8,The way she spoked to me was so rude and like telling me that I have created a lot of trouble bother work and that is my problem I didn’t answer the call
c15000000,s9,Is that mean I have to stand by there and do nothing to wait for your call??  In truth that is so annoying the phone is buzzing when the meeting is ongoing
c15000000,s10,In fact that…
c15000001,s1,I kept my luggage at the MGM concierge
c15000001,s2,They gave me a luggage tag so I can retrieve it
c15000001,s3,"But due to certain circumstances, I was unable to retrieve my luggage by myself at that time"
c15000001,s4,So i gave my passport to my friend to retrieve my luggage for me and as per concierge the luggage cannot be retrieved and questioned why my passport is with my friend
c15000001,s5,So my friend called me to talk to concierge staff to prove that I gave her full permission to retrieve the luggage in behalf of me
c15000001,s6,"After wasting one hour of conversation and procedure, the staff requested me to write an authority letter and attach passport together and email them, so my friend can retrieve the luggage"
c15000001,s7,By the time they receive the email from me and the authority letter it is still not enough
c15000001,s8,They still keep on…
c15000002,s1,Hi  This place has all the bells and whistles but the restaurants are way over priced for average food and even to gamble on the tables is way more than any other casinos we have been to world wide
c15000002,s2,If there minimum table limits were a little lower it would of made the gambling experience their better
c15000003,s1,I just checked in to MGM at 3pm (checked in time) and was told I can only have 1 room the other one is not ready and they do not know how long it could be! Then we took 1 room and went up and the key did not work and could not access the room then had to go all the way back to reception from 20th floor and had to stand and wait for them to issue a new key! And finally was told the other room will be an hour for it to be ready
c15000003,s2,The first receptionist staff was awful
c15000003,s3,Good job I went back downstairs and got someone more helpful
c15000003,s4,I expected more from MGM I am very disappointed with the service and don’t think I will be coming back!!!
c15000004,s1,"When our friends came at around 4:30, nobody assisted and welcomed there even there were lots of staff near the buffet"
c15000004,s2,The staff who gave our bill do not know about the price mentioned in the website
c15000004,s3,"The staff did not asked if we have membership card for discount, we have to ask her if they offer discounts"
c15000005,s1,We visited during Chinese New Year
c15000005,s2,No matter the new MGM Cotai or MGM Macau service were all slow
c15000005,s3,"The staff seems new, and don't know what they are doing"
c15000005,s4,"Try to avoid Janice Wong Cafe and Cake shop, and all kids areas"
c15000005,s5,"Compare to Wynn, MGM is really behind"
c15000006,s1,"I went to MGM with some friends for the octoberfest event, and a random caucasian pushed me when I am standing next to my table, I said that's not a route and that's guy push me like crazy"
c15000006,s2,"And the security came to separated him and then act like nothing happened, I requested for medical attention as my friend was hurt during the incident, the security seem don't care what I am asking for until I mention PJ (Macau special police)"
c15000006,s3,They arranged the guy for apology but I don't think the guy was told what he is coming for and seem the security told him I am going to say sorry to him
c15000006,s4,"And I requested to call PJ again but this time the security let the guy left and I requested the security to check CCTV for the incident, after waiting for 20 min they came back and said the CCTV was…"
c15000007,s1,This hotel is absolutely depressing
c15000007,s2,The whole place needs a revamp
c15000007,s3,The lighting was absolutely awful and the design barely fit for a gambling addict
c15000007,s4,"That said, VIP services were excellent, and the food was yummy"
c15000008,s1,MGM pastry bar
c15000008,s2,"A quite worse impression for me to invite a friend who came abroad to have an afternoon leisure time, the staff offered bad manner for us, who should have put the stuff on the table lightly"
c15000008,s3,"as well when we asked sth about the drinks, she even got no idea for that, I meant compared what's difference between two type of tea, a simple information the staff should have known who worked in a hotel, isn't that?"
c15000009,s1,"need to take ticket for shuttle bus when other casino dont need,you can see how stingy they are,better dont play there and play somewhere else"
c15000009,s2,"inside very gloomy and environment sucks,waitress very rude,disgusting place,worst casino in macau"
c15000010,s1,"I booked a room on a week in advance, check in on late afternoon and i had to wait for a room for 25 min"
c15000010,s2,", and i had to sleep on a single bed"
c15000010,s3,"I was very disappointed, after a long day i was expecting to be treat as a guest in a 5 start L hotel, but didn't happen"
c15000010,s4,I hope service will improve to be avoid in those accident
c15000011,s1,I go to macau with my family last weekend
c15000011,s2,"We book two rooms at MGM for $3,XXX for each but we only got two standard size rooms!!!  We are very disappointed about the hotel as follows:  1"
c15000011,s3,The corridor of the non-smoking floor is smelly
c15000011,s4,2
c15000011,s5,The room size is only standard
c15000011,s6,3
c15000011,s7,The decoration and design is old style and not deluxe
c15000011,s8,4
c15000011,s9,We need to walk more than 15 mins to the main attractions
c15000011,s10,5
c15000011,s11,"Check in time is late at 3pm, but check out time is early at 11am"
c15000011,s12,6
c15000011,s13,The blanket have stinks
c15000011,s14,Dirty!!!  7
c15000011,s15,Someone suddenly go inside your room to make up in the afternoon
c15000011,s16,8
c15000011,s17,The curtain of the transparent bathroom is control outside the bathroom!  9
c15000011,s18,"The quality of the restaurant chefs is very poor, they can't cook well even a fry egg!  10, The quality of the breakfast is not good, but…"
c15000012,s1,"This is my second time to stay here, grand deluxe room"
c15000012,s2,I came back because Wynn fulled and I was satisfied with my first stay in grand studio
c15000012,s3,Everything was fine and the lobby was not as crowded as some other Macau hotels
c15000012,s4,But my nightmare came before check-out! Hotel checkout time is 11:00 which is earlier than some of the Macau hotel at 12:00
