c35000000,s1,"Since our first stay in Mar 16, we have stayed here many times and always rated the hotel and staff highly, and been strong advocates recommending it to many friends"
c35000000,s2,"Unfortunately, our most recent stay was spoiled by a petty dispute on checkout, that was unwarranted, dragged on for almost half an hour and just unpleasant"
c35000000,s3,"We left with no resolution, the hotel refusing to budge"
c35000000,s4,"We have been patrons and advocates of this hotel, but not any more"
c35000000,s5,"Very unfortunate but lots of other great hotels in Macau, so looking forward to trying others"
c35000001,s1,"I have just finished my survey the hotel and as a silver HH member, I am just mad"
c35000001,s2,This was our second stay and to be honest it will be our last in Macau
c35000001,s3,Points are you know what
c35000001,s4,"The toilet clogged, we were not treated as members, the floors and carpets are awful and the worst"
c35000001,s5,what is with the water situation? Like two small bottles for each person? I had to go the gym to get more water because there is no 7-11 to get anything because that is what the casinos have done in order for you to pay top dollar
c35000001,s6,Totaly unacceptable
c35000001,s7,I LOVE the Hilton and Conrad hotels but I am not staying here again
c35000002,s1,We were allocated a room on a non smoking floor that smelled of smoke
c35000002,s2,It took the staff nearly an hour to find us a new room
c35000002,s3,Watch out for the charges they levy if you pay by Amex
c35000002,s4,They are not upfront about these
c35000003,s1,My worst stay in any 5 star hotel
c35000003,s2,Start with check in
c35000003,s3,The staff was a trainee we needed for check in over half an hour
c35000003,s4,Breakfast is right for a 2 star hotel
c35000003,s5,The internet was breaking down again and again
c35000003,s6,The air condition I was not able to control
c35000004,s1,"starting from check in, the experience really bad"
c35000004,s2,they cannot find one of our room and ask us to contact the travel agent
c35000004,s3,what kind of service is this FIVE star hotel
c35000004,s4,and after having a drink in its lobby bar
c35000004,s5,diarrhea and vomiting all night long
c35000004,s6,what a experience for us all!!!!
c35000005,s1,While I start to write I am sitting in a suite room of conrad macau itself
c35000005,s2,"Excellent part -   room size and upkeep Few great servicing individuals like -  Achin and Tyra at exec lounge and gentlemen who checked us in -  forgetting his name and Jim at restro grand orbit,  casino downstairs and part of cotai Sands connected to venetian and parasian from level 2 in mall"
c35000005,s3,And yup also Ricky and Stephen at concierge and Edmund prior to our visit   Good part - upgraded to suite as a diamond member of honors   Poor and arrogance -  when you travel with an infant 18 months old you need some flexibility
c35000005,s4,Which this place lacks big time -  comparably I am just coming from conrad Hong Kong and I can't mention how different in a good way and service standards were set by management of…
c35000006,s1,I chose Conrad Macau because the overall comment on the internet is very high
c35000006,s2,I did have a high expectation to visit the hotel but…
c35000006,s3,We checked in at 3:05pm which was advised by the hotel that the room should be ready after 3pm
c35000006,s4,"However, their staff told us we had to wait for another half an hour because our room was not ready?? We booked a Junior Suite which I believed this type of room shouldn't be that popular"
c35000006,s5,I don't understand why it wasn't ready yet
